Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,8297.900391,8384.900391,8283.700195,8369.700195,8369.700195,92193500
2023-01-03,8367.500000,8454.299805,8327.400391,8397.400391,8397.400391,164671600
2023-01-04,8442.099609,8560.500000,8442.099609,8559.799805,8559.799805,206752400
2023-01-05,8530.099609,8618.900391,8527.700195,8607.599609,8607.599609,182438200
2023-01-06,8608.500000,8701.099609,8589.200195,8701.099609,8701.099609,162161400
2023-01-09,8691.000000,8721.599609,8661.400391,8694.900391,8694.900391,215668200
2023-01-10,8668.400391,8724.500000,8666.700195,8712.700195,8712.700195,147719000
2023-01-11,8722.799805,8762.900391,8700.700195,8726.299805,8726.299805,166063200
2023-01-12,8737.799805,8849.700195,8735.200195,8828.099609,8828.099609,203505800
2023-01-13,8838.000000,8918.400391,8828.700195,8881.700195,8881.700195,197132600
2023-01-16,8896.799805,8918.200195,8847.099609,8871.099609,8871.099609,125051900
2023-01-17,8862.400391,8916.799805,8833.400391,8890.400391,8890.400391,145661400
2023-01-18,8909.500000,8988.900391,8909.500000,8933.299805,8933.299805,202920700
2023-01-19,8892.900391,8894.400391,8726.700195,8793.099609,8793.099609,236199000
2023-01-20,8828.900391,8918.200195,8828.900391,8918.200195,8918.200195,188973800
2023-01-23,8927.099609,8976.500000,8909.900391,8944.099609,8944.099609,134688300
2023-01-24,8955.799805,8978.099609,8906.000000,8967.099609,8967.099609,123864400
2023-01-25,8961.400391,8968.299805,8905.000000,8957.500000,8957.500000,166333600
2023-01-26,9002.599609,9054.500000,8995.299805,9035.599609,9035.599609,304449100
2023-01-27,9045.900391,9082.799805,9022.299805,9060.200195,9060.200195,201024600
2023-01-30,9050.200195,9066.099609,9011.400391,9049.299805,9049.299805,152780500
2023-01-31,9053.700195,9069.900391,8994.000000,9034.000000,9034.000000,239317900
2023-02-01,9048.000000,9126.599609,9046.200195,9098.099609,9098.099609,236081200
2023-02-02,9144.099609,9281.400391,9133.099609,9229.700195,9229.700195,364813600
2023-02-03,9214.200195,9248.500000,9155.599609,9225.599609,9225.599609,297607800
2023-02-06,9174.799805,9198.599609,9124.799805,9159.200195,9159.200195,148027100
2023-02-07,9165.799805,9204.299805,9149.799805,9172.400391,9172.400391,145446500
2023-02-08,9223.599609,9277.700195,9200.000000,9227.299805,9227.299805,181821800
2023-02-09,9268.599609,9296.299805,9243.500000,9243.500000,9243.500000,142052300
2023-02-10,9208.400391,9214.500000,9069.599609,9117.400391,9117.400391,179657200
2023-02-13,9134.799805,9217.200195,9120.700195,9210.299805,9210.299805,108839700
2023-02-14,9238.000000,9311.599609,9231.500000,9263.200195,9263.200195,153032700
2023-02-15,9273.500000,9313.500000,9258.700195,9294.799805,9294.799805,124531200
2023-02-16,9338.900391,9362.799805,9291.400391,9327.299805,9327.299805,170117900
2023-02-17,9276.299805,9363.099609,9240.799805,9333.000000,9333.000000,168390800
2023-02-20,9352.400391,9369.099609,9273.900391,9281.299805,9281.299805,101224000
2023-02-21,9257.400391,9286.099609,9195.900391,9252.099609,9252.099609,116050500
2023-02-22,9220.299805,9222.599609,9118.500000,9172.700195,9172.700195,154725800
2023-02-23,9183.599609,9253.900391,9179.500000,9231.599609,9231.599609,144006300
2023-02-24,9255.500000,9314.500000,9194.400391,9201.500000,9201.500000,254028900
2023-02-27,9252.500000,9351.700195,9250.500000,9314.299805,9314.299805,150061600
2023-02-28,9303.400391,9442.799805,9279.599609,9394.599609,9394.599609,306110200
2023-03-01,9419.299805,9453.799805,9307.400391,9322.900391,9322.900391,187235400
2023-03-02,9292.799805,9336.200195,9246.099609,9327.299805,9327.299805,157352100
2023-03-03,9357.000000,9472.200195,9357.000000,9464.200195,9464.200195,161254800
2023-03-06,9497.900391,9524.599609,9441.799805,9511.000000,9511.000000,145464800
2023-03-07,9502.099609,9528.299805,9408.500000,9411.099609,9411.099609,159198700
2023-03-08,9386.400391,9480.900391,9369.400391,9466.099609,9466.099609,123507900
2023-03-09,9455.299805,9457.400391,9388.900391,9423.200195,9423.200195,116716400
2023-03-10,9246.799805,9296.500000,9182.700195,9285.000000,9285.000000,279917900
2023-03-13,9273.599609,9273.599609,8894.500000,8958.900391,8958.900391,426525400
2023-03-14,8936.000000,9181.000000,8914.599609,9159.000000,9159.000000,300029600
2023-03-15,9165.299805,9169.700195,8736.500000,8759.099609,8759.099609,422530000
2023-03-16,8925.799805,8984.599609,8731.000000,8890.200195,8890.200195,324579000
2023-03-17,8935.500000,9027.400391,8655.299805,8719.299805,8719.299805,477657900
2023-03-20,8672.299805,8875.299805,8501.200195,8833.099609,8833.099609,359818300
2023-03-21,8930.099609,9085.400391,8918.799805,9049.400391,9049.400391,248775500
2023-03-22,9037.299805,9100.200195,9001.700195,9009.299805,9009.299805,197220400
2023-03-23,8969.400391,9027.700195,8921.599609,8970.000000,8970.000000,155229200
2023-03-24,8933.000000,8933.000000,8703.299805,8792.500000,8792.500000,289524100
2023-03-27,8897.799805,8935.700195,8839.799805,8906.099609,8906.099609,187284700
2023-03-28,8984.200195,9019.099609,8911.000000,8944.299805,8944.299805,153710700
2023-03-29,8991.400391,9075.299805,8962.400391,9070.700195,9070.700195,131051100
2023-03-30,9138.299805,9226.400391,9131.200195,9207.099609,9207.099609,149632100
2023-03-31,9234.500000,9254.500000,9183.799805,9232.500000,9232.500000,178940500
2023-04-03,9217.799805,9233.500000,9135.500000,9157.400391,9157.400391,129264000
2023-04-04,9174.799805,9257.500000,9168.500000,9183.200195,9183.200195,120081300
2023-04-05,9202.099609,9254.599609,9196.500000,9254.599609,9254.599609,140130100
2023-04-06,9252.799805,9323.500000,9232.599609,9312.299805,9312.299805,128321400
2023-04-11,9355.099609,9378.400391,9227.099609,9237.700195,9237.700195,154539500
2023-04-12,9255.599609,9324.599609,9253.599609,9278.700195,9278.700195,130923300
2023-04-13,9284.400391,9320.200195,9238.700195,9310.000000,9310.000000,109714700
2023-04-14,9335.900391,9375.400391,9313.200195,9362.900391,9362.900391,152448900
2023-04-17,9387.599609,9413.400391,9361.000000,9378.500000,9378.500000,154770500
2023-04-18,9408.000000,9445.400391,9381.500000,9421.900391,9421.900391,143015100
2023-04-19,9418.599609,9498.700195,9405.400391,9494.799805,9494.799805,117659000
2023-04-20,9508.599609,9540.500000,9425.000000,9450.900391,9450.900391,153368400
2023-04-21,9433.900391,9436.599609,9366.299805,9415.599609,9415.599609,205592800
2023-04-24,9383.599609,9433.900391,9362.900391,9406.400391,9406.400391,99647400
2023-04-25,9352.099609,9352.099609,9267.599609,9290.299805,9290.299805,167260800
2023-04-26,9264.900391,9297.700195,9193.500000,9293.700195,9293.700195,165805000
2023-04-27,9254.099609,9334.200195,9226.400391,9314.599609,9314.599609,128409300
2023-04-28,9336.099609,9338.900391,9159.799805,9241.000000,9241.000000,233876400
2023-05-02,9257.500000,9264.900391,9069.099609,9082.000000,9082.000000,172428700
2023-05-03,9117.799805,9132.200195,9035.099609,9076.700195,9076.700195,136589900
2023-05-04,9053.700195,9056.599609,8967.299805,9043.599609,9043.599609,150274800
2023-05-05,9097.299805,9147.299805,9047.700195,9147.299805,9147.299805,144355000
2023-05-08,9162.299805,9221.799805,9157.900391,9211.299805,9211.299805,81672300
2023-05-09,9202.099609,9219.500000,9130.200195,9183.200195,9183.200195,113458000
2023-05-10,9219.799805,9223.299805,9143.799805,9167.700195,9167.700195,103618500
2023-05-11,9166.099609,9215.099609,9118.000000,9182.799805,9182.799805,139070300
2023-05-12,9218.599609,9276.900391,9213.900391,9234.099609,9234.099609,106389900
2023-05-15,9269.099609,9279.500000,9162.299805,9201.500000,9201.500000,92014700
2023-05-16,9181.200195,9241.900391,9174.900391,9191.400391,9191.400391,91133400
2023-05-17,9148.200195,9218.599609,9125.700195,9211.599609,9211.599609,110933000
2023-05-18,9247.299805,9282.200195,9202.000000,9213.099609,9213.099609,105199800
2023-05-19,9247.200195,9309.400391,9222.900391,9251.500000,9251.500000,127277500
2023-05-22,9242.799805,9326.599609,9241.900391,9305.000000,9305.000000,96207700
2023-05-23,9304.500000,9305.000000,9260.099609,9267.000000,9267.000000,82288900
2023-05-24,9191.299805,9193.200195,9128.799805,9163.500000,9163.500000,108838000
2023-05-25,9169.500000,9188.099609,9116.099609,9116.099609,9116.099609,123786500
2023-05-26,9137.799805,9210.900391,9048.200195,9191.099609,9191.099609,99198600
2023-05-29,9263.099609,9271.099609,9146.599609,9180.099609,9180.099609,59244300
2023-05-30,9189.000000,9248.299805,9156.000000,9167.500000,9167.500000,111494900
2023-05-31,9096.500000,9183.400391,9034.900391,9050.200195,9050.200195,401513500
2023-06-01,9130.299805,9181.599609,9105.900391,9167.500000,9167.500000,109883600
2023-06-02,9216.200195,9324.799805,9204.200195,9317.299805,9317.299805,132595800
2023-06-05,9352.000000,9382.400391,9276.099609,9289.099609,9289.099609,102104900
2023-06-06,9266.000000,9310.799805,9242.299805,9310.799805,9310.799805,94770400
2023-06-07,9296.299805,9401.799805,9294.900391,9359.799805,9359.799805,100905200
2023-06-08,9358.700195,9427.599609,9331.700195,9338.299805,9338.299805,109449100
2023-06-09,9345.700195,9370.400391,9288.599609,9309.700195,9309.700195,84882800
2023-06-12,9345.900391,9382.099609,9328.500000,9344.400391,9344.400391,95656000
2023-06-13,9357.700195,9357.700195,9261.099609,9333.700195,9333.700195,121829000
2023-06-14,9333.700195,9468.099609,9315.900391,9432.799805,9432.799805,155571800
2023-06-15,9404.099609,9453.700195,9389.299805,9430.799805,9430.799805,123381800
2023-06-16,9465.000000,9580.799805,9428.500000,9495.000000,9495.000000,384178600
2023-06-19,9457.799805,9503.200195,9412.099609,9431.900391,9431.900391,87888300
2023-06-20,9418.299805,9469.099609,9401.000000,9439.799805,9439.799805,87716600
2023-06-21,9431.200195,9463.500000,9415.299805,9436.400391,9436.400391,101629200
2023-06-22,9365.500000,9365.900391,9284.200195,9364.700195,9364.700195,108508000
2023-06-23,9305.599609,9334.099609,9239.700195,9265.799805,9265.799805,124528300
2023-06-26,9283.099609,9306.900391,9198.700195,9274.000000,9274.000000,110992200
2023-06-27,9309.200195,9399.500000,9287.299805,9393.000000,9393.000000,120553900
2023-06-28,9421.000000,9489.700195,9414.000000,9481.299805,9481.299805,126194000
2023-06-29,9486.200195,9524.099609,9479.000000,9510.599609,9510.599609,103479900
2023-06-30,9541.400391,9642.299805,9534.599609,9593.000000,9593.000000,172932500
2023-07-03,9604.299805,9658.599609,9598.599609,9644.799805,9644.799805,119153100
2023-07-04,9635.000000,9649.799805,9580.900391,9588.400391,9588.400391,97859400
2023-07-05,9541.700195,9567.900391,9470.700195,9486.299805,9486.299805,116017000
2023-07-06,9384.599609,9435.900391,9261.200195,9285.000000,9285.000000,142178200
2023-07-07,9246.900391,9258.599609,9169.799805,9248.799805,9248.799805,114921000
2023-07-10,9210.500000,9282.500000,9183.000000,9252.900391,9252.900391,91453400
2023-07-11,9295.799805,9333.700195,9226.700195,9331.099609,9331.099609,100280000
2023-07-12,9356.500000,9464.799805,9344.599609,9453.700195,9453.700195,155443100
2023-07-13,9459.099609,9523.599609,9444.799805,9478.700195,9478.700195,118162000
2023-07-14,9468.900391,9507.200195,9437.799805,9438.299805,9438.299805,105127200
2023-07-17,9414.900391,9483.299805,9402.599609,9438.000000,9438.000000,77438400
2023-07-18,9446.500000,9471.799805,9388.900391,9455.700195,9455.700195,88491000
2023-07-19,9482.799805,9532.400391,9433.099609,9451.799805,9451.799805,92225100
2023-07-20,9445.099609,9539.500000,9444.000000,9519.599609,9519.599609,108475200
2023-07-21,9521.000000,9571.500000,9481.200195,9571.500000,9571.500000,114901000
2023-07-24,9417.000000,9543.500000,9401.000000,9543.500000,9543.500000,121342800
2023-07-25,9534.000000,9542.799805,9497.799805,9519.200195,9519.200195,86427600
2023-07-26,9515.900391,9604.099609,9489.599609,9600.500000,9600.500000,164640400
2023-07-27,9646.299805,9715.099609,9611.799805,9694.700195,9694.700195,203878100
2023-07-28,9682.200195,9741.900391,9674.099609,9685.099609,9685.099609,222144300
2023-07-31,9675.900391,9688.299805,9641.500000,9641.500000,9641.500000,160130500
2023-08-01,9639.900391,9657.200195,9491.700195,9502.900391,9502.900391,136369400
2023-08-02,9409.500000,9424.400391,9311.000000,9328.700195,9328.700195,223086300
2023-08-03,9291.000000,9341.900391,9244.299805,9307.099609,9307.099609,139652300
2023-08-04,9333.900391,9377.599609,9278.900391,9368.400391,9368.400391,111010600
2023-08-07,9346.099609,9369.400391,9273.500000,9358.599609,9358.599609,80687700
2023-08-08,9292.099609,9361.299805,9213.599609,9301.799805,9301.799805,136457400
2023-08-09,9403.500000,9420.799805,9334.299805,9354.400391,9354.400391,88364200
2023-08-10,9404.799805,9522.900391,9396.700195,9502.200195,9502.200195,109204400
2023-08-11,9476.700195,9493.900391,9415.400391,9434.299805,9434.299805,80015200
2023-08-14,9423.700195,9471.700195,9399.599609,9429.599609,9429.599609,71422800
2023-08-15,9427.500000,9435.099609,9305.900391,9347.500000,9347.500000,63980500
2023-08-16,9318.099609,9404.000000,9313.200195,9350.500000,9350.500000,60764100
2023-08-17,9312.799805,9356.400391,9270.299805,9278.000000,9278.000000,83008600
2023-08-18,9250.000000,9273.799805,9192.700195,9267.700195,9267.700195,93675700
2023-08-21,9268.599609,9367.599609,9239.400391,9262.799805,9262.799805,72507400
2023-08-22,9310.700195,9370.700195,9302.900391,9314.000000,9314.000000,66059900
2023-08-23,9333.799805,9395.400391,9292.099609,9315.599609,9315.599609,74919900
2023-08-24,9385.900391,9415.500000,9321.500000,9324.700195,9324.700195,67799700
2023-08-25,9308.700195,9414.200195,9304.400391,9338.900391,9338.900391,75145000
2023-08-28,9398.200195,9524.900391,9397.700195,9490.099609,9490.099609,73880200
2023-08-29,9513.799805,9592.700195,9491.099609,9581.200195,9581.200195,106623300
2023-08-30,9595.099609,9614.700195,9531.900391,9551.099609,9551.099609,99874200
2023-08-31,9556.900391,9606.200195,9505.900391,9505.900391,9505.900391,212295400
2023-09-01,9512.799805,9552.900391,9449.599609,9449.599609,9449.599609,108269100
2023-09-04,9486.700195,9515.000000,9396.200195,9416.299805,9416.299805,69158100
2023-09-05,9396.200195,9449.599609,9353.200195,9392.000000,9392.000000,87067800
2023-09-06,9382.000000,9382.000000,9289.299805,9314.400391,9314.400391,139455100
2023-09-07,9288.099609,9379.900391,9277.799805,9310.000000,9310.000000,112157000
2023-09-08,9357.200195,9372.299805,9238.500000,9364.599609,9364.599609,92062600
2023-09-11,9403.500000,9457.900391,9367.299805,9435.200195,9435.200195,85725100
2023-09-12,9454.500000,9501.700195,9448.000000,9455.400391,9455.400391,107657600
2023-09-13,9435.099609,9448.299805,9330.599609,9424.099609,9424.099609,105247500
2023-09-14,9422.299805,9563.099609,9380.000000,9549.000000,9549.000000,133995400
2023-09-15,9605.299805,9642.000000,9524.700195,9549.700195,9549.700195,348282000
2023-09-18,9530.799805,9553.900391,9455.299805,9482.099609,9482.099609,109941400
2023-09-19,9459.700195,9550.099609,9458.500000,9527.200195,9527.200195,88182400
2023-09-20,9550.000000,9672.200195,9539.099609,9645.799805,9645.799805,125806100
2023-09-21,9582.099609,9606.799805,9475.200195,9548.900391,9548.900391,120718600
2023-09-22,9499.000000,9542.599609,9477.000000,9502.000000,9502.000000,100119800
2023-09-25,9468.500000,9523.900391,9337.700195,9386.000000,9386.000000,107471700
2023-09-26,9327.500000,9405.400391,9307.099609,9366.900391,9366.900391,121930200
2023-09-27,9366.000000,9420.900391,9311.799805,9331.900391,9331.900391,106336400
2023-09-28,9344.099609,9442.299805,9311.500000,9426.799805,9426.799805,171533200
2023-09-29,9458.500000,9508.299805,9423.000000,9428.000000,9428.000000,139259800
2023-10-02,9447.700195,9495.099609,9299.400391,9319.000000,9319.000000,157515300
2023-10-03,9284.599609,9369.599609,9164.000000,9165.500000,9165.500000,142881400
2023-10-04,9137.900391,9186.400391,9077.599609,9102.900391,9102.900391,139573600
2023-10-05,9160.200195,9193.299805,9096.000000,9157.700195,9157.700195,114922100
2023-10-06,9179.900391,9235.799805,9110.400391,9235.799805,9235.799805,122390000
2023-10-09,9182.900391,9223.000000,9111.799805,9151.299805,9151.299805,135294000
2023-10-10,9217.900391,9371.900391,9217.900391,9352.099609,9352.099609,129139100
2023-10-11,9306.799805,9381.700195,9297.500000,9360.400391,9360.400391,108807000
2023-10-12,9403.799805,9434.500000,9322.000000,9336.000000,9336.000000,94383400
2023-10-13,9317.200195,9363.400391,9223.799805,9232.900391,9232.900391,143092900
2023-10-16,9244.799805,9306.000000,9174.200195,9287.099609,9287.099609,105248200
2023-10-17,9268.400391,9323.400391,9219.500000,9298.500000,9298.500000,79826100
2023-10-18,9278.200195,9305.700195,9202.500000,9212.700195,9212.700195,108127200
2023-10-19,9176.799805,9189.700195,9101.099609,9146.799805,9146.799805,143366500
2023-10-20,9067.099609,9098.299805,9021.799805,9029.099609,9029.099609,230887100
2023-10-23,9028.700195,9037.000000,8920.700195,8995.500000,8995.500000,139157300
2023-10-24,9004.200195,9029.000000,8950.799805,8975.799805,8975.799805,162189000
2023-10-25,8961.799805,9000.799805,8898.000000,8984.799805,8984.799805,149177700
2023-10-26,8926.900391,8978.500000,8879.299805,8962.799805,8962.799805,164229500
2023-10-27,9015.700195,9037.299805,8904.099609,8918.299805,8918.299805,178436300
2023-10-30,8955.200195,9048.400391,8945.900391,9013.900391,9013.900391,164425900
2023-10-31,8978.599609,9084.900391,8959.599609,9017.299805,9017.299805,189064200
2023-11-01,9039.799805,9093.299805,8999.799805,9075.000000,9075.000000,121703800
2023-11-02,9122.400391,9278.099609,9101.900391,9260.400391,9260.400391,152576500
2023-11-03,9294.900391,9339.799805,9249.599609,9293.900391,9293.900391,152566200
2023-11-06,9296.400391,9313.599609,9224.700195,9241.500000,9241.500000,114365200
2023-11-07,9208.500000,9279.799805,9201.299805,9235.900391,9235.900391,113897000
2023-11-08,9203.400391,9326.500000,9200.299805,9283.799805,9283.799805,146534900
2023-11-09,9295.700195,9420.200195,9291.200195,9405.200195,9405.200195,133336100
2023-11-10,9367.400391,9415.200195,9329.299805,9371.700195,9371.700195,122578700
2023-11-13,9409.599609,9463.299805,9401.000000,9461.700195,9461.700195,142296700
2023-11-14,9488.000000,9636.599609,9471.799805,9623.299805,9623.299805,171920600
2023-11-15,9636.099609,9684.900391,9604.000000,9640.700195,9640.700195,161156100
2023-11-16,9652.500000,9710.400391,9652.500000,9667.400391,9667.400391,132367600
2023-11-17,9697.200195,9774.700195,9693.599609,9761.400391,9761.400391,249654700
2023-11-20,9761.200195,9857.000000,9759.700195,9839.000000,9839.000000,144062800
2023-11-21,9832.500000,9858.400391,9801.700195,9827.500000,9827.500000,141826400
2023-11-22,9852.500000,9897.200195,9847.099609,9887.400391,9887.400391,125070100
2023-11-23,9891.000000,9921.099609,9873.900391,9905.500000,9905.500000,111600100
2023-11-24,9906.400391,9957.299805,9901.900391,9939.000000,9939.000000,93309200
2023-11-27,9927.299805,9983.900391,9925.799805,9936.099609,9936.099609,112098900
2023-11-28,9925.200195,10014.299805,9919.500000,10003.400391,10003.400391,118647800
2023-11-29,10018.400391,10097.900391,10018.400391,10062.599609,10062.599609,129372500
2023-11-30,10079.299805,10103.799805,10053.799805,10058.200195,10058.200195,252839300
2023-12-01,10085.900391,10140.799805,10080.900391,10140.799805,10140.799805,117751200
2023-12-04,10135.799805,10201.700195,10135.799805,10178.299805,10178.299805,105497200
2023-12-05,10174.799805,10262.900391,10166.099609,10238.400391,10238.400391,137169800
2023-12-06,10263.400391,10301.299805,10229.700195,10258.099609,10258.099609,134294600
2023-12-07,10226.000000,10246.700195,10113.900391,10146.000000,10146.000000,210704200
2023-12-08,10153.500000,10229.200195,10139.400391,10223.400391,10223.400391,139106200
2023-12-11,10216.500000,10226.599609,10178.200195,10198.000000,10198.000000,140388800
2023-12-12,10184.799805,10198.400391,10111.400391,10118.700195,10118.700195,145123700
2023-12-13,10112.599609,10158.700195,10077.000000,10096.099609,10096.099609,142958200
2023-12-14,10225.900391,10257.799805,10124.099609,10171.700195,10171.700195,255848900
2023-12-15,10192.299805,10200.799805,10050.700195,10095.599609,10095.599609,330245400
2023-12-18,10063.500000,10125.799805,10039.299805,10054.900391,10054.900391,134020100
2023-12-19,10055.200195,10123.099609,10023.799805,10106.700195,10106.700195,115239700
2023-12-20,10148.099609,10158.200195,10037.500000,10101.000000,10101.000000,146798700
2023-12-21,10065.400391,10108.500000,10063.299805,10104.299805,10104.299805,84138300
2023-12-22,10094.099609,10143.099609,10081.000000,10111.900391,10111.900391,91972000
